title,link,description,pubdate,location
DevOps Engineer,https://remoteOK.com/jobs/201389,About Injective LabsInjective Labs is trailblazing a new dawn for Web3 enabled finance We are the core contributors to Injective one of the fastest growing blockchains in the industry Injective provides an interoperable smart contracts platform that is optimized for building decentralized finance applications Interoperability is at the core of Injective which is natively integrated with chains such as Ethereum Cosmos and Solana Developers can rapidly launch premier financial applications suited for mass adoption using Injectives infrastructure and specialized DeFi primitives such as the worlds first fully onchain order bookOur team has decades of experience spearheading the largest financial institutions and tech organizations Injective is incubated by Binance and is backed by leading firms such as Jump Crypto Pantera and Mark CubanAbout the roleInjective Labs is seeking an experienced DevOps Engineer to join the team The ideal candidate will bring extensive knowhow and insights of how,,Worldwide
Community Lead,https://remoteOK.com/jobs/201387, About the roleThis is a crucial role in managing the growing Safe community You will build and execute strategies that engage and educate our decentralized community across a range of channels Were excited to speak with people who bring a strong passion for community building and are ready to bring Safe to the massesLocation  Berlin Germany or Lisbon Portugal help with relocation offeredOur Tech Stack Discord Discourse Slack GSuite Notion Intercom BI Analytics Miro Dapps Wallets Block ExplorersWhat you will be doingCreate onboarding and educational content so community members know where to go and how to engage with the Safe project where to go directory support articles community blogs campaign announcementsHelp moderate our community channels Forum Discord Telegram and system manage the communitys roles access and structureTranslating complex technical concepts into engaging content to drive engagement adoptionEstablish sustainable working relationships with community individuals an,,Worldwide
Grants Lead,https://remoteOK.com/jobs/201392,About the roleLocation SwitzerlandBerlin help relocation offeredPosition FulltimeAs Grants Lead your mission is to build a grants program that will 100x Safes impact and reach You will also ensure that the grants program never compromises on Safes core values of decentralisation and public good sustainability Throughout the role you will collaborate with core members of the Safe Ecosystem Foundation community reviewers grant recipients and the wider Safe community What you will be doingOversee the operations of the grants committee and distribution of grantsEnsure the grants program meets the strategic needs of SafeDAO and Safe Ecosystem FoundationMap out the stakeholders in the SGP core contributors Guardians Safe Foundation and work with the core team on publishing RFPsStreamline the application process and manage KYC payments in collaboration with the Safe Ecosystem FoundationWork on detailed reviews and perform interviews with grant applicantsMonitor progress towards milestones pre,,Worldwide
Senior Solidity Engineer,https://remoteOK.com/jobs/201390, About the RoleAs a Solidity Engineer you will help us design and deploy our next generation of smart contracts You will work closely with engineering leads and partners to prototype smart contracts that extend our core architecture as well as lead efforts to upgrade and optimize our contracts running on EVM based networks The goal is to create a suite of smart contracts that make up the Safe protocol bringing the best UX and maximum flexibility to our users Security is critical so a strong attention to detail is a mustLocation Berlin GermanyOur Tech Stack Solidity Hardhat TypescriptCheck our githubSafe Contracts httpsgithubcomsafeglobalsafecontracts What you will be doingDevelop smart contracts for the Safe protocolIterate on existing smart contracts eg core contractsEvaluate and idea value capture opportunities on contract levelSupport external developers on contract usage eg StackExchangeDocument the Safe protocol approaches solutionCollaborate with product team Engineers designers ,,Worldwide
Customer Support Specialist,https://remoteOK.com/jobs/201039,InviteMember is a growing SaaS SoftwareasaService company We help independent creators publishers and community managers all over the world achieve financial independence by running a successful membership business in TelegramWere looking for a customer support specialist to join our teamYou will start as a parttime independent contractor 20 hoursweek but eventually your role might expand into a fulltime position with more responsibility and more benefitsThis is your opportunity to join a growing startup at an early stageRequirementsyour timezone is anywhere between UTC10 and UTC3customer support experience ideally in companies with a strong customer focus like Stripe and Intercomadvanced C1 level English speaker other languages is a plusThe jobanalyze issues our users are facing and help to resolve themrecognize and escalate critical issueswork with feedback testimonials and complainsmeet our internal KPIswork with our internal and external knowledge basesgenerate marketing contentpro,,NaN
Chief of Staff,https://remoteOK.com/jobs/200716,First Round is a venture capital firm laserfocused on helping seedstage companies win We love meeting incredible entrepreneurs and rolling up our sleeves to help founders build their companies from day one We have offices in San Francisco New York and Philadelphia with team members across the US While this is a remote based role were only accepting applicants based in PTWere looking to add a Chief of Staff to our team who will work directly with Partner Todd Jackson as his trusted right hand At First Round individuals in this role supercharge our investment team by creating and managing processes that deliver worldclass services and experiences to entrepreneurs As a chief of staff youll primarily work behind the scenes to support Todds work across sourcing evaluating and closing deals as well as supporting companies hes invested in The success of this role is defined by the increase in productivity and leverage Todd is able to achieve  if this challenge excites you read on to learn mor,,US
Project Manager,https://remoteOK.com/jobs/200896,The Graph is an indexing protocol for querying networks like Ethereum and IPFS Anyone can build and publish open APIs called subgraphs making data easily accessible Web3 is a new stack for a radically better internet All data is stored and processed on open networks with verifiable integrity The Graph makes querying this data fast reliable and secure By combining web3 protocols developers can build dapps with powerful new features for solving the worlds greatest challengesThe Graph Foundation is committed to supporting the longterm health and growth of The Graph ecosystem We help interested parties engage with the communityThe Graph ecosystem continues to grow and were looking for a Project Manager to support activities including but not limited to governance and internal processes and operationsWhat Youll Be DoingLeading facilitation and coordination of governance processes for The Graph including but not limited to minutes supporting administration for The Graph Council supporting th,,Remote Worldwide
Senior Frontend Engineer Ecosystem,https://remoteOK.com/jobs/200893,From the code to the values we are Ethereumaligned We believe Ethereum has the potential to solve some of humanitys most crucial coordination issues Since our initial inception as a nonprofit research group we have have sought to scale both its technology and valuesAt present the most pressing bottleneck to the growth of Ethereum is its performance and scalability We are building the most elegant solution to this problem We do this out in the open because we believe in open source and its ability to accelerate innovationNot only do we improve Ethereums performance by orders of magnitude we donate 100 of the profits generated from doing so to Ethereum public goods We do this because we believe the future of the open internet is too important to be left to chance By operating as a Public Benefit Corporation were able to align private incentives with public good and create a positivesum economic model that provides a sustainable future for the internetWe are hiring a Frontend Engineer to ,,Worldwide
Backend Engineer TradFi,https://remoteOK.com/jobs/200895,Bitcoincoms mission is to create more economic freedom in the world By economic freedom we mean the ability for individuals to freely acquire and use personal resources however they choose We assert that economic freedom is a fundamental human right and a vital component of human dignity and we believe that it is foundational for peaceful and prosperous societiesOur vision is to provide the next billion people with access to products that exemplify the ideals of Bitcoin These ideals  which include peertopeer transactions decentralization censorship resistance and permissionlessness  support economic freedomOur approach is to develop and promote widely accessible products that support economic freedom For example our digital wallet  which has 29 million downloads  provides people with an easytouse noncustodial method for buying selling storing sending receiving and trading cryptocurrenciesWe are seeking a talented Java Backend Engineer who shares our visionTradfi or Traditional Finance ,,Worldwide
Senior Frontend  Web3 Engineer,https://remoteOK.com/jobs/200892,Senior Frontend  Web3 Engineer  RemotePremia is a decentralized options platform connecting traders and liquidity providers of all backgrounds Offering noncustodial options to hedge speculate or earn yield on your digital assets Premia offers first of its kind automated market maker solutions in the DeFi space for Options Contracts through our use of Smart Liquidity Pools and Dynamic Pricing Premia enables bestinclass pricing based on market volatility providing fullyfeatured peertopool trading and capital efficiency to DeFi options We are one of the smallest and most impactful teams in crypto We are a globally distributed organization with all positions being fully remote Were looking for a passionate selfmotivated engineer to help us build the next generation of financial products As a dedicated frontend hire you will gain ownership over our existing suite of web products as well as the ability to influence the creation design and execution of future products You will be responsible ,,Worldwide
Technical Writer,https://remoteOK.com/jobs/200900,About UsTenderly is on a mission to break the high barrier to entry for blockchain technology by enabling every developer to fully utilize what we believe is the next fundamental standard of the internet We built Tenderly as an allinone Ethereum developer platform  a complete ecosystem of tools services and infrastructure to serve as an essential partner in every developers blockchain journeyTo us blockchain represents the future of software that is driven by open collaboration and compounding innovation where the scarcity mentality of today is replaced by one of abundance and optimism Thats why widespread adoption is an integral part of our mission as we try to enable as many developers as possible to enter the industry and build groundbreaking productsSo far we have helped tens of thousands of developers work with blockchain more efficiently were actively working with some of the biggest names in the space and have most recently raised our 40M USD Series B led by Spark CapitalThe Tea,,Worldwide
Zero Knowledge Circuit Engineer,https://remoteOK.com/jobs/200897,We are looking for a zeroknowledge circuit engineer to help build and optimize our implementation of the EVM within a zeroknowledge circuit the zkEVM You will work alongside the applied ZKP team from the Ethereum Foundation to develop open source code to provide succinct validity proofs for EVM execution This is a critical piece of our mission to build a fully EVMcompatible zkRollupYour daytoday work will involve writing and testing pieces of the zkEVM system contributing to our Rustbased development tooling and optimizing the zkEVM circuits for performance We are looking for someone with either prior experience developing ZKP circuits or extremely strong problemsolving  engineering fundamentals to ramp up quickly in this cuttingedge domain The ideal candidate will be able to contribute correct circuit code while working in a rapidly evolving open source ecosystemJob DutiesImplement EVM opcodes and subcomponents of the zkEVM circuitsOptimize performance of the zkEVM circuitsComing up w,,Worldwide
Senior Smart Contract Engineer,https://remoteOK.com/jobs/200891,We are looking for a senior smart contract engineer to build smart contracts allowing our fully EVMcompatible zkRollup to interface with the Ethereum base layer You will work with the Sequencer team to develop test and optimize contracts allowing Ethereum users to enter and exit Scroll The security of these contracts will be paramountYour daytoday work will involve writing testing deployment and maintenance of smart contracts as well as experimentation with new features in conjunction with the Sequencer team We are looking for someone with a deep security mindset to set a high cultural expectation of security and correctness on the team The ideal candidate will be able to establish and promote security best practices and tooling across the teamJob DutiesWrite smart contract interface between our zkRollup and the Ethereum base layerEnsure correctness of smart contract interface by a combination of testing external audits and formal verificationOptimize gas usage of user calls to the sma,,Worldwide
Head of Quality Assurance,https://remoteOK.com/jobs/200396,Accelerating the Web3 transformation journeySettleMint is here to make blockchain application development easy for developers by providing the best highperformance lowcode platform for blockchain development for enterprises and the public sectorWe are a venturefunded global scaleup and we recently closed our seriesA funding of 16 million coled by Molten Ventures and OTB Ventures We reached a new phase of growth and we are now going to expand our operations and teams really fast with clients in financial services retail manufacturing and public institutions across the globe with branches in Belgium UAE India Japan and Singapore We work closely with our growing network of partners in all regions enabling them to quickly deliver solutions to their clientsHow we workWe are a remotefirst company we work async so you can focus on the actual work and we empower our team members to take ownership of their work We hire the best talents in the blockchain space and we trust their ability to do a ,,Remote job
Smart Coin Programmer,https://remoteOK.com/jobs/200398,Were looking for people to code the underlying infrastructure for the future financial system on Chia using Chialisp information on chialispcomdont worry if you dont have any experience with it yet nobody else does eitherPerksChia Network Inc allows for flexible work hours and remote work for this position Core hours can be flexible based on your location within reason to ensure a minimal functional overlap with United States working hours We offer competitive salaries and if you are in the United States a comprehensive benefits package including medical dental and life insurance for you your spousedomestic partner and children,,Worldwide
Director of Exchange Relations,https://remoteOK.com/jobs/200397,We are looking for a Director of Exchange Relations reporting to the SVP of Business Development where you will be responsible for owning and developing relationships for Chias presence on all exchanges globallyIn this role you will manage our day to day business relationships with a multitude of various Crypto Exchanges and ecosystem partners handling not only the onboarding and listing of XCH around the world but also various Chia Asset Tokens CATs as needed to support both Chia Network Inc and our partners and clientsThis is an exciting and important role to help build up and reinforce Chias presence in global exchange markets both big and small and you will be a critical key player in shaping and leading our global growth plansIdeally you haveExisting Cryptocurrency understanding and experience required5 years experience in Business Development or similar Account Management type relationship managementExperience working with larger Crypto Exchanges and managing listings or a simila,,Worldwide
Backend Engineer,https://remoteOK.com/jobs/200395,Interested in DeFi Heard about it but want to know moreWe are looking for a rockstar Backend Engineer to help us build our products This is an opportunity to be involved from the ground up on the core design and implementation of a brand new new DeFi fintech system By leveraging decentralised finance were building a revolutionary product to enable everyone to get more from their money As a key member of our engineering team you will be responsible for implementing and designing back end systems for an exciting brand new fintech productAbout ZealWere bringing expertise from building a worldleading challenger bank to the blockchain We believe there is a change happening for the better in the world of financial technology and are building a critical piece of the puzzleYou are joining just before our exciting and latest product launch so will have the chance to get stuck in right at a really exciting stage of our journey Weve raised over 7 million from top tier venture firms and continue t,,Remote job
Product Designer,https://remoteOK.com/jobs/200393,Aptos is a peoplefirst blockchain on a mission to help billions of people achieve universal and fair access to decentralized assets in a safe and scalable wayFounded by some of the original creators and maintainers that researched designed and built the Diem blockchain to serve this purpose we have dedicated several years toward this mission We believe the opensource Diem technology we have developed is an important foundation of a safe and scalable web3 world where everyone has more equitable opportunities to grow and access financial assets with lower fees and fewer intermediaries Aptos Ohlone for The People encompasses our mission and ethos for why we buildAbout the roleWe are seeking an experienced and selfmotivated product designer to join our team of talented developers and designers on a mission to make our wallet more accessible simple and secureWhat youll be doing Collaborating with product and engineering to drive product strategy and build the wallet experienceOwning the end,,Palo Alto  Remote
Full stack Engineer,https://remoteOK.com/jobs/200392,Burnt is building the worlds first creatorcentric monetization and engagement app powered by its own custom infrastructure layer bringing innovative Web3 tools to creators and their billions of endusers We are proud to be supported by amazing investors such as Animoca Brands Multicoin Capital Alameda Research and so many more If youre looking to join a fast paced problem solving environment in the center of blockchain infrastructure NFTs decentralized applications and the creator economy please applyYou will help build groundbreaking decentralized applications from the ground up which will become a critical piece of architecture for the next stage of Web3 and crypto adoptionResponsibilitiesDevelop decentralized web3 infrastructure and applicationsSupport frontend applications and user experienceParticipate in and own choices of engineering methodologies tools and organizationWork autonomously within a highperforming teamRequirements4 years of professional experienceProven ability to wr,,Worldwide
General Interest Exodus,https://remoteOK.com/jobs/200385,If you think you have special skills that we should definitely know about please drop us a line,,Worldwide
Lead Developer,https://remoteOK.com/jobs/200379,About VenturerockVenturerock is an earlystage digital venture capital platform and ecosystem of founders backers  buildersTogether we have transformed the venture capital model into a venture building model to build  grow tech companies into global tech leaders We have combined technology and our experience in accelerating 700 startups to design our own investment protocol Our founder team has been part of companies like JustEat iChoosr Exact Relayr to mention a few We invest in multiple rounds from preseed to scale through a metered and auditable processResponsibilities for this Lead developer role for DropETYou will use our blueprint to build measure learn and pivot your way to a profitable and thriving company This does not mean everything is set in stone because our founders will need to put their own stamp on everything theyre doing Later youll assemble a dedicated team and define a unique company cultureSome technical founder activities includeDesign and build the technical bluep,,Remote job
Frontend Engineer,https://remoteOK.com/jobs/200376,Interested in DeFi Heard about it but want to know moreWe are looking for a rockstar Frontend andor FullStack Engineer to help us build our products This is an opportunity to be involved from the ground up on the core design and implementation of a new DeFi fintech system By leveraging decentralised finance were building a revolutionary product to enable everyone to get more from their moneyAs a key member of our engineering team you will be responsible for designing and implementing client facing frontend systems About ZealWere bringing expertise from building a worldleading challenger bank to the blockchain We believe there is a change happening for the better in the world of financial technology and are building a critical piece of the puzzleYou are joining just before our exciting and latest product launch so will have the chance to get stuck in right at a really exciting stage of our journey Weve raised 7 million from top tier venture firms and continue to build out a stellar team,,Remote job
Graphic Designer,https://remoteOK.com/jobs/200375,Metaschool is looking for a Graphic Designer to turn ideas and verbiage into visually engaging marketable communication for our current and potential dev audience There are 30M developers in the world but only 24k devs are actively contributing to the web3 ecosystem as of now Blockchain and protocol companies need more devs in web3 to survive and thrive Metaschool helps these companies by building fun free and exciting projects for web2 devs to propel to web3 Find this exciting Keep readingWorking at MetaschoolMetaschool produces courses for devs to build ship and learn web3 We have over 70K devs signed up from 50 countries within 5 months of launchWere a decentralized remotefirst company with teammates based in Singapore India and Pakistan for now  We are divided by borders but our common mission to help devs build and flourish in the web3 ecosystem has brought us very close If you are in any timezone of Asia and are a web3 native we would love to have you onboard Our ValuesBuidl dope,,Worldwide
Validator Research Analyst,https://remoteOK.com/jobs/200374,As stewards of the Polkadot and Substrate ecosystem Parity is laying the foundation for a better web which respects the freedom and data of individuals and empowers developers to create better services through decentralised technology The internet is too important to billions of people for it to be at the mercy of a few powerful companies Like Polkadot Parity was built on a foundation of being decentralised and open which trickles down to how we work Were a distributed organisation and have been from the beginning Being distributed isnt just a way of doing businessits a mentality that is at the core of our culture We have a flat structure that pushes power to the edges and empowers our people to take ownership of their role authority coupled with responsibilities About the teamAs a Validator Research Analyst VRA and apprentice to our Master of Validators you will help Paritys collaborators in the Web 3 ecosystem build the future of Polkadot by supporting infrastructure partners applica,,Worldwide
Global Business Development,https://remoteOK.com/jobs/200394,Work with the bestWOO Network was incubated by Kronos Research connecting traders exchanges institutions and DeFi platforms with democratized access to the bestinclass liquidity and trading execution at zero or low costThe opportunity to work among individuals who are both driven and talented is few and far between At WOO Network we believe that Web3 is all about breaking down barriers and bringing people together closer than ever before Our mission of progressing decentralization in an industry that stands at the forefront of innovation has fostered an environment of ingenuity perseverance and fulfillmentCompany Mission and VisionTo inspire confidence higher performance and joy in every userWe are building a world where we have more freedom and control over our finances United by our innovative spirit and obsession with better design we open access to the most compelling opportunities along with the tools to capture themOur DNAIntegrity  We act with integrity at every turnInnovation  ,,Worldwide
Full Stack Developer,https://remoteOK.com/jobs/200391,At Request Finance you will be working on enhancing the platform used by over 2000 Web 30 companies like AAVE The Sandbox and Maker to manage their B2B crypto payments Managing crypto payments is an administrative nightmare for businessesOur app solves that with thoughtful features like a dashboard showing all your invoices and their onchain payment statuses paying hundreds of invoices to different wallets in a few clicks scheduling recurring invoices and more YOUR RESPONSABILITIESWe are looking for a fullstack developer with a backend focus to integrate the Request Finance product teamYou will participate in 2week sprints give your input during planning continuously improve the product and take ownership of endtoend features developmentThe split between frontend  backend will be about 20  80 advanced tasks can be handed over to our specialized frontend developer in the teamThe scope will be to bring new features to our Apps Request Invoicing and Request salary as well as improving the,,Worldwide
Head of DevRel,https://remoteOK.com/jobs/200387,About UsTenderly is on a mission to empower every developer to utilize blockchain technology To us blockchain represents the future of software that is driven by open collaboration and compounding innovation We strive to enable as many developers as possible to enter the blockchain industry and build groundbreaking productsWe built Tenderly as an allinone Web3 developer platform that combines debugging tools with observability and infrastructure building blocks So far we have helped tens of thousands of developers work with the blockchain more efficiently Were actively working with some of the blockchain spaces biggest names and have recently raised our 40M Series B led by Spark CapitalThe JobWere looking for a Head of DevRel to join our growing team and help us grow and manage a thriving developer community around Tenderly As a Head of DevRel youll help Web3 developers engage with Tenderly and inspire them to provide value to the ecosystem by leaning on what Tenderly has to offerYou w,,Worldwide
Web3 Developer,https://remoteOK.com/jobs/200383,At Request our mission is to interconnect isolated financial systems to create more efficient and inclusive economies We are accomplishing this by building a completely decentralized and open network for transaction requestsRequest Network is an open source protocol and powers Request Finance a crosschain application for crypto invoicing payroll and expenses Request Finance has processed more than 215million in crypto payments since January 2021 and serves leading web3 companies like The Sandbox The Graph and Aave We are looking for a fullstack engineer to help us grow our network onboard new builders explore new concepts and add new capabilities to the Request Network protocolThe individual will have the opportunity to immerse themselves into the growing Request ecosystem of users by working hands in hands with web3 influential projects and play an active role in building the backbone of decentralized world tradeYOUR RESPONSABILITIESWe are looking for a web3 developer with a backend f,,Worldwide
Marketing  Community,https://remoteOK.com/jobs/200382,Work with the bestWOO Network was incubated by Kronos Research connecting traders exchanges institutions and DeFi platforms with democratized access to the bestinclass liquidity and trading execution at zero or low costThe opportunity to work among individuals who are both driven and talented is few and far between At WOO Network we believe that Web3 is all about breaking down barriers and bringing people together closer than ever before Our mission of progressing decentralization in an industry that stands at the forefront of innovation has fostered an environment of ingenuity perseverance and fulfillmentCompany Mission and VisionTo inspire confidence higher performance and joy in every userWe are building a world where we have more freedom and control over our finances United by our innovative spirit and obsession with better design we open access to the most compelling opportunities along with the tools to capture themOur DNAIntegrity  We act with integrity at every turnInnovation  ,,Worldwide
Community  Communication Manager,https://remoteOK.com/jobs/200381,At Request our mission is to interconnect isolated financial systems to create more efficient and inclusive economies We are accomplishing this by building a completely decentralized and open network for transaction requestsRequest Network is an open source protocol and powers Request Finance a crosschain application for crypto invoicing payroll and expenses Request Finance has processed more than 215million in crypto payments since January 2021 and serves leading web3 companies like The Sandbox The Graph and Aave THE ROLEWe are looking for an enthusiastic Communications and Community Manager to deliver a worldclass experience to the communities around RequestRESPONSIBILITIESCreate a highvalue community of educated and interesting people around the ecosystem the products and the REQ token Define and observe KPIsBe the bridge between the core team and the community The community needs to know what the core team is working on and the core team needs to know what the community is up to Ma,,Worldwide
Senior Data Engineer,https://remoteOK.com/jobs/200380,About the roleAt CoW Protocol we have many opportunities to work with data each and every dayWe are looking for a Senior Data Engineer to support us in extracting relevant data from the Ethereum blockchain In this role your primary responsibilities will be creating and maintaining data pipelines building out our data infrastructure and supporting other teams in their data needsThe ideal candidate is passionate about working with the data and creating impact from the ground up in a fastpaced environment ResponsibilitiesPartner with different stakeholders within the company to understand and address their data needsCreate maintain and optimize data pipelines and queries and facilitate easy consumption of data resultsBuild the infrastructure required for performant extraction transformation and loading of data from a wide variety of data sourcesEndtoend ownership of all engineering aspects of the solution Deploy inclusive data quality checks tests and code review processes to ensure the h,,Worldwide
Quantitative Developer,https://remoteOK.com/jobs/199868,Abra is on a mission to create a simple and honest crypto bank to enable millions of crypto holders to maximize the potential of their crypto assets We operate an easy to use app allowing users to earn interest buy sell hold and trade in cryptocurrencies in one single place Our vision is an open global financial system that is easily accessible to everyone by making cryptocurrency investing simple and accessible Our growing crypto investing and wealth management platform is used by millions of consumers in over 150 countries and growing We are growing our team to match our growing user base This is an opportunity to join a company that is part of the biggest financial revolution in modern history Our Institutional Trading team is looking for a Quantitative Developer who will work handinhand with the trading desk to maintain and develop an execution engine automate CeFiDeFi trading strategies and build monitoring tools while managing our technology infrastructure In this role you will w,,Worldwide
Data Engineer EU CZE,https://remoteOK.com/jobs/199879,Total Compensation Value100k  200k Salary  equityNOTE Actual total compensation offer will vary based on applicant location  cost of living skillsets and level of relevant experienceAbout the companyTime zonesEastern UTC 0500 and Central European UTC 100Tessera provides ownership of the worlds most sought after NFTs Working at Tessera you will be building on the cutting edge of art finance and blockchain technology to help shape the future of digital collecting experiences You will get to work learn and grow with an experienced team supported by incredible partnerships and committed investments from developers collectors investors and thought leaders deeply passionate about the decentralization ecosystem You can read more from our medium posts here httpsmediumcomtesseraAbout the roleWe are looking for an exceptional data engineer to join our team They will work closely with our CTO and web stack team to build our databases with an anticipation of future data needs identify where to fin,,Remote  CZE
Developer Advocate,https://remoteOK.com/jobs/199859,About Swirlds LabsSwirlds Labs was established with the mission to accelerate the future built on Hedera  the most used greenest enterprisegrade public ledger for the decentralized economy Our vision is to enable Shared Worlds where anyone can gather collaborate conduct commerce and control their own online footprint We will enable this vision by continuing to provide development and other support for the Hedera network building community and enterprise solutions that enable fast rapidly scalable adoption of Hedera network services and cultivating moonshot projects that will change the way humans and organizations interact in cyberspaceYou may find yourself doing all of the followingAs a Developer Advocate for Swirlds Labs your job is to be on the edge of the newest developments in Hedera and in the overall web3blockchain ecosystem You will stay updated on the innovative use cases of decentralized networks for a variety of industries including crypto DeFi NFTs Metaverse enterprise bank,,Worldwide
Software Engineer,https://remoteOK.com/jobs/199880, Engineering at Utopia LabsWe love building beautiful and powerful technology with deep impact and purpose With almost all of our founding team having a technicallyfocused background from companies like Microsoft Facebook and Lunchclub Utopia Labs wants you to join a group of hackers who are driven by their deep curiosity a pursuit of technical excellence and a passion for driving impactAt Utopia Labs were building the tools that will support the future of governance commerce and work We aim to help DAOs revolutionize the way people work own and interact with the world Our engineering effort is central to that goalAs a engineer with Utopia you will help build  layout our engineering foundation and craft our product backbone If youre interested in championing technological leadership in the web3 space wed love for you to applyResponsibilities Participate in the initial scoping of product requirements for new features and productsDeveloping products from designs and specifications to liv,,Worldwide
Backend Engineer,https://remoteOK.com/jobs/199867,At Mirror our mission is to use web3 technology in order to reimagine the ways people publish read and share writing online We are a small passionate team with a breadth of experience that has been building in web3 for years Together we aspire to build products that are beautiful and intuitive without compromising on user sovereignty or decentralizationThe CompanyMirror is a web3native publishing platform that powers a new writing ecosystem Writers on Mirror dont just publish they build community and fund their writing by minting their work as Writing NFTs  collectible minted versions of posts on Mirror Readers on Mirror dont just consume content they collect it and discover new writers in each others collections All of this happens within a tightly integrated web3 product that is centered around an intuitive editor that allows writers to incorporate smart contractbased economic blocksWeve raised close to 14 million from investors that include a16z Crypto Union Square Ventures and Vari,,Worldwide
Non tech,https://remoteOK.com/jobs/199860,About Us Aurora Labs is building the technology that enables the Aurora protocol to elevate the NEAR and Ethereum ecosystems helping to bring blockchain accessibility to the masses We invite you to be a part of our team of smart professional resultoriented and fun individuals Join us to help ensure that our business is blooming while we are striving to deliver the best solutions in the crypto worldIn case you are interested in applying to Aurora but do not see any relevant listed job postings on Work at Aurora at the moment you can apply here Your application will be saved and you will be contacted in case there are any upcoming opportunities matching your profile Join our dedicated team of blockchain industry professionalsPlease apply today  were standing by for your resumeIn applying at this job I confirm and acknowledge that I read and understood the Privacy Notice published at httpsauroralabsdevprivacy,,Worldwide
Data Engineer Intern,https://remoteOK.com/jobs/199886,Data Engineer InternRemoteAbout DefinerDeFiner is a true peertopeer network for digital savings loans and payments Powered by blockchain technology Definers decentralized financial DeFi platform enables users to effortlessly lend borrow and earn digital assets within a global network Founded in 2018 DeFiner headquarters in Minneapolis MN We are a decentralized global company with a presence in the US China Singapore and the UAEJob DescriptionImplementing fetching of data from various data sourcesInterpret transform data for analytics processingImplement and improve data pipeline interacting with AWS cloud services and various databasesTech StackPythonAWS Cloud ServiceExperience  QualificationsPassion in cloud service technology and ability to work in a startup environmentBachelors or Masters degree candidate with Computer Science or software engineering or similar focusExperienced with Python programmingCapable of learning interfacing with different cloud services Auth and APIStrong in,,Worldwide
Remote Software Channel Marketing Manager,https://www.virtualvocations.com/job/remote-software-channel-marketing-manager-2018175-i.html,Channel Marketing Manager at SuccessKPI Inc Remote  US SuccessKPI is a global company with a deep focus on achieving success through a belief that we are stronger together We are proud of the culture we have created and weave our values into everything we do Our employees are always encouraged to be innovators and builders at heart that help shape the future of our organization We believe that offering competitive benefits and perks is nice but helping our employees thrive in todays everchanging world is even better We put YOU first offering employees an opportunity to make their mark here while creating and nurturing a strong worklife balance We offer a flexible work environment as a fully remote team If this sounds like a place youd be proud to work at what are you waiting for apply today Channel Marketing Manager Do you have an advanced ability to drive creativity and innovation through developing and executing channel partner marketing strategies Do you thrive on uniquely helping t,,NaN
Remote Principal Frontend Software Engineer,https://www.virtualvocations.com/job/remote-principal-frontend-software-engineer-2018174-i.html,Principal Frontend Software Engineer Remote Are you interested in a role where you can use the latest Javascript technologies and frameworks and contribute to open source Can you learn quickly think critically and pivot twice before breakfast Do your hobbies include tinkering with new languages frameworks libraries Do you have an interest in cyber security Have you ever wanted to work with cuttingedge technologies from the comfort of your own home If so Swimlane is seeking a Principal Frontend Engineer to join our team and work on our core platform We are looking for someone with the enthusiasm and talent for creating solid reliable highlypolished UIs as we pride ourselves on the quality of our highlyinteractive UI with its sharp modern aesthetic As a Principal Frontend Engineer you will be a member of a software development team building innovative new features for the Swimlane paltform In this position you will Inherit a wellarchitected clean and robust codebase built with Typescript,,NaN
Remote Automation Product Management Director,https://www.virtualvocations.com/job/remote-automation-product-management-director-2018173-i.html,Director of Product Management Automation Remote As our Director of Product Management you will be responsible for setting the roadmap and leading execution prioritization for our platform application marketplace and services offering As a member of the product management team you will have insight into all phases of the product development cycle This role is highly collaborative as you will work closely with engineering support design marketing and sales to build and manage a key Swimlane program and services This role requires a strong grasp of the key data elements driving decision making including behavioral demographic financial and engagement indicators Job Responsibilities Adopt and embrace Swimlanes vision and mission collaborating closely with the leadership team to evolve the product roadmap accordingly Deliver on key outcomes through innovative product capabilities that are aligned to the vision Foster a culture that is innovative collaborative curious and obsessed with the ,,NaN
Remote Billing Support Specialist II,https://www.virtualvocations.com/job/remote-billing-support-specialist-ii-857020.html,A marketing company has a current position open for a Remote Billing Support Specialist II Core Responsibilities Include Assisting in the research for payment of the Postage Only invoices Assisting with manual invoice requests AR cleanup and other special projects as needed Qualifications for this position include HS diploma or equivalent 1 year of relevant administrativeoperational support in manufacturing operations or office environment directly related to duties of the job Experience in the use of an invoicing system,,NaN
Remote Cybersecurity Product Management Director,https://www.virtualvocations.com/job/remote-cybersecurity-product-management-director-857019.html,A cybersecurity solutions provider has an open position for a Remote Cybersecurity Product Management Director Must be able to Deliver on key outcomes through innovative product capabilities that are aligned to the vision Attract talent and scale a Tier1 product team Evolve and scale the Product Management process and lifecycle Position Requirements Include Minimum 10 years in enterprise product development of overall of 6 years experience in product management 4 years of demonstrated experience leading product Bachelors degree in computer science engineering or relevant field 2 years Domain expertise in cybersecurity including SIEM SOAR platforms,,NaN
